time_mean,dimension_mean,IP_destination,IP_source,flags1,flags2,flags3,flags4,flags5,flags6,flags7,flags8,method1,method2,method3,method4,method5,method6,method7,method8,class
4,1830,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,1828,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,1732,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,3276,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,3466,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,3424,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,1976,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,3295,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,3091,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2267,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2640,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2031,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2659,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2486,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,3125,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,3491,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2694,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2698,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,3283,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2755,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2632,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,3352,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,3064,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,3325,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,3347,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,3105,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,3231,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,3472,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2464,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2706,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,3076,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2994,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,1888,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,3207,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,3173,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2657,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2842,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,6767,1,0,500,250,500,250,500,250,250,250,750,750,750,750,750,750,500,500,2
6,1515,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,3492,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,1869,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2999,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,1990,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,1674,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,1868,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,2535,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,3303,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2175,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,3249,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,3074,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2849,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2209,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2742,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2600,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2878,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2490,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,1634,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,2583,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2966,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2018,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,3358,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,1955,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,1984,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2046,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2242,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2025,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2860,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
22,6127,0,0,250,500,0,250,500,750,500,0,0,0,0,250,0,750,750,0,2
8,3208,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2396,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,1990,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,2945,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2687,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,1605,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,1899,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2540,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2864,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,3128,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2749,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2542,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2541,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2667,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2431,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2762,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2820,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2687,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2682,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,1511,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,1850,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,3076,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,3165,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2115,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2367,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,1619,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2926,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2613,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2885,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2530,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,1611,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,3179,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2428,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,3006,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,1820,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,1632,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,3450,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,1922,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,1763,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
23,6337,0,0,0,500,750,500,250,250,250,250,250,250,250,500,250,750,0,250,2
1,3343,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,3409,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2933,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,3459,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,1890,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,1549,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,1937,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,1788,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2394,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2816,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,1671,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,2811,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2843,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,3452,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2656,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,1828,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2127,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2176,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2070,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2582,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2149,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2952,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,3296,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2648,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,1649,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,2778,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2091,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2710,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,1991,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
13,8035,1,1,500,250,250,500,500,500,250,250,500,750,500,750,750,750,750,750,2
10,1713,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2734,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,2544,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2718,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2685,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,3115,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2132,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,1883,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,2872,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,3159,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,1502,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,1529,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2954,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2988,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,1664,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2400,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,1676,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,3451,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2185,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,3357,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,1900,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,1614,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,1559,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,1549,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2755,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,3327,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,3408,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,3175,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2699,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2695,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2315,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2103,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2104,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2176,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2790,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,3497,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,2965,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,3277,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2568,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2580,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,1704,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2658,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,1909,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,3369,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2601,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2492,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,1733,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2656,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,2736,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
18,5556,1,0,0,0,0,250,250,0,0,0,0,750,250,500,500,0,750,500,2
1,3366,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2331,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,3258,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2010,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,2720,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,1771,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2162,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,1621,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2197,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,1848,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,2709,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,1925,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2935,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2399,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2638,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2486,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,3410,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2042,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,3399,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2509,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2742,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,3154,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2203,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,1901,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2352,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2468,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,3442,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,3145,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2574,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,3478,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2614,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2688,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,1524,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2082,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,1770,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,1898,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,1915,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,3012,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2229,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
16,5147,0,0,250,500,250,250,500,0,250,0,0,750,250,750,250,250,0,0,2
5,3394,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,3153,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2628,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,1969,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,1784,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2317,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2141,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,3175,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2614,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,1704,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,3286,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2435,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2316,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,1838,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,3316,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,1558,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2357,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,1539,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,1646,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,1738,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2292,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2758,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,1729,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,3294,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,2973,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,1691,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,3444,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2130,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,3347,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,3222,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,1551,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,3254,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2916,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2737,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,1659,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,1883,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,2695,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,3117,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2305,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,1902,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,3167,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,1946,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,1949,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,1792,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2730,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,1625,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2654,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2230,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,3276,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,3488,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,3135,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2711,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2580,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,1605,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2635,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2640,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,3136,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2081,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2655,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
12,7150,1,1,500,250,250,500,250,250,500,500,750,750,500,500,500,500,750,500,2
1,2692,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2226,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,1703,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2658,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,1987,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2785,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2207,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2802,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,1587,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,3275,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,3471,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2394,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2416,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,1980,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2552,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2614,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,1882,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2724,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,1582,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
20,5480,0,0,750,0,0,0,0,750,0,500,250,750,250,750,250,0,750,750,2
8,3158,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,3424,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,1773,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2545,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,2834,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2403,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2976,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,1977,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2222,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,3409,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,3244,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,3337,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2499,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,2567,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2224,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
