time_mean,dimension_mean,IP_destination,IP_source,dest_port1,dest_port2,dest_port3,dest_port14,dest_port5,dest_port6,dest_port7,dest_port8,traffic_type1,traffic_type2,traffic_type3,traffic_type4,traffic_type5,traffic_type6,traffic_type7,traffic_type8,class
5,7830,1,1,750,500,0,750,0,0,500,250,0,0,0,0,0,0,0,0,2
3,8126,1,1,250,500,250,250,0,0,500,0,0,0,0,0,0,0,0,0,2
10,8341,1,1,500,500,0,750,750,750,750,0,0,0,0,0,0,0,0,0,2
8,8615,0,1,250,750,250,500,0,0,250,0,0,0,0,0,0,0,0,0,2
4,8706,1,1,0,750,0,500,500,0,250,750,0,0,0,0,0,0,0,0,2
9,8165,0,1,250,500,500,750,750,500,750,0,0,0,0,0,0,0,0,0,2
7,8467,1,1,750,0,250,750,0,500,0,250,0,0,0,0,0,0,0,0,2
4,8528,0,1,500,0,250,500,0,0,0,0,0,0,0,0,0,0,0,0,2
6,7820,1,1,750,250,750,0,250,250,250,750,0,0,0,0,0,0,0,0,2
3,8073,1,1,250,500,250,750,500,750,250,750,0,0,0,0,0,0,0,0,2
9,7580,1,1,250,0,750,0,250,0,0,0,0,0,0,0,0,0,0,0,2
9,7920,1,1,250,500,500,250,0,250,750,250,0,0,0,0,0,0,0,0,2
3,8858,1,1,250,750,0,750,500,0,250,750,0,0,0,0,0,0,0,0,2
7,7678,1,1,250,750,250,250,750,500,500,500,0,0,0,0,0,0,0,0,2
7,7725,1,1,0,500,0,750,750,250,750,0,0,0,0,0,0,0,0,0,2
9,7694,1,1,0,250,500,0,250,250,750,750,0,0,0,0,0,0,0,0,2
1,7669,1,1,0,0,0,0,500,750,500,750,0,0,0,0,0,0,0,0,2
1,8227,1,1,250,0,0,250,0,250,750,750,0,0,0,0,0,0,0,0,2
9,7819,1,1,750,500,750,250,500,750,250,250,0,0,0,0,0,0,0,0,2
1,8390,0,1,250,250,0,0,250,500,250,0,0,0,0,0,0,0,0,0,2
4,7680,0,1,250,750,500,0,750,250,750,750,0,0,0,0,0,0,0,0,2
3,7681,0,1,750,500,750,500,750,500,500,250,0,0,0,0,0,0,0,0,2
5,4171,1,1,0,0,0,0,0,0,0,0,750,500,500,750,500,500,750,750,2
10,8047,1,1,500,500,0,750,500,0,0,250,0,0,0,0,0,0,0,0,2
4,8635,1,1,500,750,750,250,0,250,0,500,0,0,0,0,0,0,0,0,2
7,8606,0,1,0,0,250,500,250,0,500,500,0,0,0,0,0,0,0,0,2
10,7652,0,1,250,0,750,750,0,750,0,0,0,0,0,0,0,0,0,0,2
2,8984,1,1,500,750,750,0,250,750,250,750,0,0,0,0,0,0,0,0,2
6,8836,1,1,750,0,750,250,500,500,750,250,0,0,0,0,0,0,0,0,2
9,8619,1,1,500,750,500,750,0,250,750,500,0,0,0,0,0,0,0,0,2
1,8571,1,1,250,500,250,750,0,0,0,500,0,0,0,0,0,0,0,0,2
1,7838,1,1,500,250,500,500,250,500,500,0,0,0,0,0,0,0,0,0,2
5,8051,0,1,250,750,500,500,500,0,0,0,0,0,0,0,0,0,0,0,2
5,8493,0,1,500,250,250,0,250,0,750,750,0,0,0,0,0,0,0,0,2
2,8344,1,1,750,250,0,500,250,500,0,250,0,0,0,0,0,0,0,0,2
1,8845,0,1,750,250,250,500,0,500,500,250,0,0,0,0,0,0,0,0,2
8,7860,0,1,250,0,500,500,0,500,0,250,0,0,0,0,0,0,0,0,2
7,7608,1,1,750,250,500,750,500,500,750,500,0,0,0,0,0,0,0,0,2
1,7937,0,1,500,0,250,250,0,250,500,500,0,0,0,0,0,0,0,0,2
6,8179,1,1,750,500,500,750,750,0,250,750,0,0,0,0,0,0,0,0,2
3,8331,1,1,250,500,250,500,500,500,250,250,0,0,0,0,0,0,0,0,2
8,7820,1,1,750,500,750,0,250,250,750,250,0,0,0,0,0,0,0,0,2
3,7511,1,1,250,0,500,250,500,500,750,0,0,0,0,0,0,0,0,0,2
7,8570,1,1,250,0,250,750,0,0,0,0,0,0,0,0,0,0,0,0,2
3,7867,0,1,500,250,0,750,0,750,0,500,0,0,0,0,0,0,0,0,2
10,8827,1,1,250,0,500,500,500,750,0,250,0,0,0,0,0,0,0,0,2
9,7631,1,1,250,500,500,750,0,750,750,0,0,0,0,0,0,0,0,0,2
6,7611,0,1,0,750,750,500,0,250,500,750,0,0,0,0,0,0,0,0,2
2,8177,1,1,500,250,750,250,500,500,750,250,0,0,0,0,0,0,0,0,2
9,8664,0,1,250,500,0,250,0,500,750,500,0,0,0,0,0,0,0,0,2
10,8010,0,1,250,500,0,750,500,750,250,500,0,0,0,0,0,0,0,0,2
1,8319,1,1,0,0,0,0,500,500,250,500,0,0,0,0,0,0,0,0,2
13,576,1,0,250,500,0,0,250,500,250,0,750,0,750,0,750,750,750,0,2
4,8959,1,1,500,0,500,750,500,0,500,500,0,0,0,0,0,0,0,0,2
1,8266,1,1,500,750,750,750,0,500,0,750,0,0,0,0,0,0,0,0,2
10,8126,1,1,0,250,250,250,250,0,0,0,0,0,0,0,0,0,0,0,2
3,8824,0,1,250,500,250,750,500,500,0,750,0,0,0,0,0,0,0,0,2
2,8344,1,1,500,750,0,500,500,500,500,500,0,0,0,0,0,0,0,0,2
9,7762,0,1,500,250,750,750,250,750,250,0,0,0,0,0,0,0,0,0,2
10,7662,1,1,500,250,500,250,750,250,750,250,0,0,0,0,0,0,0,0,2
7,7601,0,1,250,250,0,500,250,500,0,0,0,0,0,0,0,0,0,0,2
3,7619,1,1,0,250,500,750,0,500,250,0,0,0,0,0,0,0,0,0,2
9,8467,1,1,0,500,0,750,0,500,500,0,0,0,0,0,0,0,0,0,2
2,8324,0,1,750,0,250,750,0,250,750,0,0,0,0,0,0,0,0,0,2
10,8241,1,1,750,750,500,500,0,750,0,250,0,0,0,0,0,0,0,0,2
5,8784,0,1,250,750,250,0,0,500,0,250,0,0,0,0,0,0,0,0,2
9,8266,0,1,0,750,250,250,0,250,750,250,0,0,0,0,0,0,0,0,2
10,8325,1,1,750,0,750,500,250,750,250,0,0,0,0,0,0,0,0,0,2
2,7779,0,1,500,0,250,0,750,750,0,750,0,0,0,0,0,0,0,0,2
8,8696,1,1,0,500,0,500,750,0,750,750,0,0,0,0,0,0,0,0,2
5,8607,0,1,250,250,250,0,500,500,750,500,0,0,0,0,0,0,0,0,2
1,8444,0,1,750,750,250,250,750,250,0,750,0,0,0,0,0,0,0,0,2
1,8307,0,1,750,750,500,0,500,250,0,250,0,0,0,0,0,0,0,0,2
9,8253,0,1,0,500,750,750,500,750,500,750,0,0,0,0,0,0,0,0,2
10,8970,0,1,0,0,500,500,0,0,250,500,0,0,0,0,0,0,0,0,2
7,8960,0,1,500,750,500,500,750,750,0,750,0,0,0,0,0,0,0,0,2
7,8656,0,1,750,500,0,0,500,500,0,250,0,0,0,0,0,0,0,0,2
1,8375,1,1,250,250,0,0,750,500,250,500,0,0,0,0,0,0,0,0,2
4,8959,0,1,250,500,250,250,0,0,250,0,0,0,0,0,0,0,0,0,2
2,7920,0,1,250,750,250,500,500,0,250,250,0,0,0,0,0,0,0,0,2
6,8494,1,1,0,500,750,750,750,250,250,0,0,0,0,0,0,0,0,0,2
2,8258,0,1,0,250,250,750,500,0,0,250,0,0,0,0,0,0,0,0,2
9,8428,1,1,500,0,0,0,750,750,0,250,0,0,0,0,0,0,0,0,2
8,8283,1,1,0,0,250,750,500,0,0,0,0,0,0,0,0,0,0,0,2
9,8854,0,1,500,0,250,500,500,250,0,750,0,0,0,0,0,0,0,0,2
5,8872,1,1,250,500,0,500,250,500,500,750,0,0,0,0,0,0,0,0,2
4,7868,1,1,750,250,750,0,250,750,500,250,0,0,0,0,0,0,0,0,2
2,8951,1,1,0,750,0,500,0,250,750,0,0,0,0,0,0,0,0,0,2
9,8349,1,1,0,250,500,0,0,750,250,750,0,0,0,0,0,0,0,0,2
6,8680,0,1,500,500,750,500,0,0,0,500,0,0,0,0,0,0,0,0,2
2,8694,0,1,750,250,750,750,500,500,500,750,0,0,0,0,0,0,0,0,2
7,7677,1,1,250,250,500,500,500,250,250,0,0,0,0,0,0,0,0,0,2
12,743,0,1,500,0,250,500,0,750,500,250,0,0,0,0,750,750,750,750,2
9,8720,1,1,500,0,500,750,500,250,750,250,0,0,0,0,0,0,0,0,2
3,7582,1,1,0,500,500,250,250,750,750,0,0,0,0,0,0,0,0,0,2
3,7841,1,1,0,750,500,500,750,250,0,0,0,0,0,0,0,0,0,0,2
10,7718,1,1,0,0,750,500,500,250,750,750,0,0,0,0,0,0,0,0,2
3,8834,1,1,250,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,2
4,7853,0,1,250,0,750,500,750,750,250,250,0,0,0,0,0,0,0,0,2
6,7792,0,1,750,0,750,0,750,500,0,0,0,0,0,0,0,0,0,0,2
3,8539,0,1,250,750,750,0,750,500,0,0,0,0,0,0,0,0,0,0,2
7,7891,1,1,500,0,250,500,250,250,250,750,0,0,0,0,0,0,0,0,2
7,8658,0,1,750,0,250,500,500,750,250,750,0,0,0,0,0,0,0,0,2
7,7972,1,1,250,750,500,500,750,250,500,0,0,0,0,0,0,0,0,0,2
8,7561,0,1,0,500,0,250,250,0,250,500,0,0,0,0,0,0,0,0,2
6,8684,1,1,0,750,500,750,750,750,750,500,0,0,0,0,0,0,0,0,2
4,8089,0,1,500,250,500,0,500,750,250,0,0,0,0,0,0,0,0,0,2
4,8341,1,1,0,250,0,500,750,500,0,250,0,0,0,0,0,0,0,0,2
1,8360,1,1,500,500,750,500,500,500,0,0,0,0,0,0,0,0,0,0,2
10,8209,1,1,750,500,500,250,500,750,0,750,0,0,0,0,0,0,0,0,2
4,8300,0,1,0,750,0,500,250,750,750,0,0,0,0,0,0,0,0,0,2
2,8753,1,1,0,0,500,500,750,250,250,500,0,0,0,0,0,0,0,0,2
7,7567,1,1,0,250,750,0,750,750,0,750,0,0,0,0,0,0,0,0,2
1,7783,0,1,0,750,0,750,500,0,500,750,0,0,0,0,0,0,0,0,2
2,8451,1,1,250,500,250,500,750,250,0,250,0,0,0,0,0,0,0,0,2
8,8369,1,1,500,250,0,0,0,250,500,250,0,0,0,0,0,0,0,0,2
6,8365,1,1,0,0,250,500,0,250,750,500,0,0,0,0,0,0,0,0,2
4,8559,0,1,250,750,250,750,0,500,0,500,0,0,0,0,0,0,0,0,2
1,8903,1,1,750,250,0,0,500,250,750,250,0,0,0,0,0,0,0,0,2
10,8316,1,1,750,0,0,0,0,500,500,250,0,0,0,0,0,0,0,0,2
7,7853,0,1,500,500,500,250,750,0,250,250,0,0,0,0,0,0,0,0,2
9,8857,0,1,0,500,250,750,500,500,0,0,0,0,0,0,0,0,0,0,2
8,5121,1,0,500,500,500,500,500,500,500,500,750,750,750,750,500,750,750,500,2
2,8574,0,1,500,250,250,0,500,750,500,0,0,0,0,0,0,0,0,0,2
4,8230,0,1,250,750,0,750,250,250,500,250,0,0,0,0,0,0,0,0,2
3,8004,1,1,0,250,0,250,250,0,750,250,0,0,0,0,0,0,0,0,2
4,8533,1,1,0,250,250,750,0,500,250,0,0,0,0,0,0,0,0,0,2
9,8449,1,1,250,750,0,0,750,750,0,250,0,0,0,0,0,0,0,0,2
7,7854,1,1,250,0,750,250,750,750,250,500,0,0,0,0,0,0,0,0,2
8,8569,1,1,500,0,0,250,250,250,500,500,0,0,0,0,0,0,0,0,2
1,8778,1,1,0,750,250,500,750,0,500,500,0,0,0,0,0,0,0,0,2
9,8005,1,1,0,500,0,250,0,500,250,250,0,0,0,0,0,0,0,0,2
1,7753,0,1,250,0,0,750,750,750,250,500,0,0,0,0,0,0,0,0,2
3,8414,0,1,750,750,750,0,250,0,250,750,0,0,0,0,0,0,0,0,2
4,8345,0,1,500,0,250,750,250,0,500,750,0,0,0,0,0,0,0,0,2
1,7914,1,1,250,250,750,750,750,250,0,500,0,0,0,0,0,0,0,0,2
8,8989,0,1,500,500,0,250,500,250,250,750,0,0,0,0,0,0,0,0,2
8,8594,1,1,0,250,750,500,750,500,250,500,0,0,0,0,0,0,0,0,2
9,8654,0,1,0,750,250,750,250,750,0,0,0,0,0,0,0,0,0,0,2
1,8966,1,1,250,750,500,250,500,500,250,500,0,0,0,0,0,0,0,0,2
5,7864,1,1,750,750,0,0,500,0,750,0,0,0,0,0,0,0,0,0,2
1,8584,0,1,0,0,500,500,500,250,500,750,0,0,0,0,0,0,0,0,2
6,8600,1,1,500,500,250,250,0,750,250,0,0,0,0,0,0,0,0,0,2
3,8730,0,1,750,0,250,750,250,750,250,750,0,0,0,0,0,0,0,0,2
2,8879,1,1,250,0,250,750,750,750,500,0,0,0,0,0,0,0,0,0,2
5,7547,0,1,500,750,500,250,250,250,500,0,0,0,0,0,0,0,0,0,2
8,7546,0,1,250,0,0,500,250,750,250,500,0,0,0,0,0,0,0,0,2
9,7534,1,1,500,0,0,750,250,0,500,750,0,0,0,0,0,0,0,0,2
3,8298,1,1,0,250,500,750,0,500,500,750,0,0,0,0,0,0,0,0,2
5,7810,1,1,0,750,500,250,750,250,750,750,0,0,0,0,0,0,0,0,2
7,7814,0,1,500,0,500,750,500,500,0,750,0,0,0,0,0,0,0,0,2
5,7599,1,1,0,0,0,750,500,250,750,750,0,0,0,0,0,0,0,0,2
9,8600,1,1,750,0,500,500,0,500,250,0,0,0,0,0,0,0,0,0,2
3,8382,1,1,500,750,250,0,500,250,0,0,0,0,0,0,0,0,0,0,2
5,8698,0,1,250,0,250,500,250,750,750,500,0,0,0,0,0,0,0,0,2
8,8696,1,1,750,0,500,0,0,250,500,750,0,0,0,0,0,0,0,0,2
9,7964,0,1,750,0,750,500,250,750,750,750,0,0,0,0,0,0,0,0,2
10,7692,1,1,500,250,0,500,500,250,250,0,0,0,0,0,0,0,0,0,2
1,7675,1,1,0,500,250,750,250,250,750,750,0,0,0,0,0,0,0,0,2
8,8940,0,1,250,0,250,250,0,250,750,750,0,0,0,0,0,0,0,0,2
8,8935,1,1,750,250,750,250,0,250,250,0,0,0,0,0,0,0,0,0,2
3,7640,0,1,0,0,750,750,750,500,500,500,0,0,0,0,0,0,0,0,2
1,7970,1,1,250,0,750,250,250,750,750,500,0,0,0,0,0,0,0,0,2
9,7989,0,1,0,250,750,0,0,500,750,750,0,0,0,0,0,0,0,0,2
9,8890,0,1,500,250,750,250,0,250,750,0,0,0,0,0,0,0,0,0,2
7,8162,0,1,750,250,750,750,0,250,250,250,0,0,0,0,0,0,0,0,2
10,8025,0,1,500,250,250,500,750,750,250,750,0,0,0,0,0,0,0,0,2
2,7877,0,1,500,750,750,0,0,250,250,250,0,0,0,0,0,0,0,0,2
6,8187,1,1,0,500,250,750,0,0,500,750,0,0,0,0,0,0,0,0,2
5,8862,0,1,500,0,500,250,500,0,250,750,0,0,0,0,0,0,0,0,2
6,8929,0,1,250,0,750,250,250,500,500,250,0,0,0,0,0,0,0,0,2
7,8733,1,1,0,0,0,250,250,750,0,0,0,0,0,0,0,0,0,0,2
12,650,0,1,250,0,250,500,0,0,500,250,0,750,0,0,0,750,750,750,2
10,8212,1,1,0,750,500,0,500,250,500,0,0,0,0,0,0,0,0,0,2
6,7891,1,1,750,750,750,500,750,500,500,250,0,0,0,0,0,0,0,0,2
6,8943,1,1,250,750,750,500,500,250,250,500,0,0,0,0,0,0,0,0,2
8,8015,0,1,250,500,0,750,250,0,500,0,0,0,0,0,0,0,0,0,2
8,8759,1,1,250,500,750,750,500,250,250,250,0,0,0,0,0,0,0,0,2
1,7650,1,1,0,750,750,250,250,250,500,750,0,0,0,0,0,0,0,0,2
6,8440,0,1,250,0,750,0,250,500,0,500,0,0,0,0,0,0,0,0,2
4,8625,0,1,250,500,750,250,500,500,0,500,0,0,0,0,0,0,0,0,2
1,8103,0,1,250,750,250,500,250,750,250,750,0,0,0,0,0,0,0,0,2
9,7687,0,1,250,750,0,250,250,250,500,750,0,0,0,0,0,0,0,0,2
6,8924,1,1,0,500,750,250,250,750,750,500,0,0,0,0,0,0,0,0,2
4,7608,0,1,500,0,0,750,0,750,500,500,0,0,0,0,0,0,0,0,2
3,8729,1,1,500,250,750,250,250,0,500,0,0,0,0,0,0,0,0,0,2
3,8733,0,1,0,250,0,0,500,500,500,250,0,0,0,0,0,0,0,0,2
9,8443,0,1,0,0,250,750,0,750,250,750,0,0,0,0,0,0,0,0,2
7,8043,0,1,500,500,500,750,750,0,0,250,0,0,0,0,0,0,0,0,2
3,7690,0,1,0,250,750,500,250,0,0,250,0,0,0,0,0,0,0,0,2
3,8749,1,1,750,500,250,250,250,250,750,0,0,0,0,0,0,0,0,0,2
1,8065,0,1,500,500,500,0,500,250,500,750,0,0,0,0,0,0,0,0,2
10,8814,0,1,0,250,500,500,250,500,0,0,0,0,0,0,0,0,0,0,2
3,7777,0,1,250,250,500,500,250,750,500,250,0,0,0,0,0,0,0,0,2
7,8364,0,1,750,750,0,0,500,750,500,250,0,0,0,0,0,0,0,0,2
7,8193,1,1,750,750,250,500,750,750,0,750,0,0,0,0,0,0,0,0,2
3,8386,0,1,750,500,250,500,500,750,250,250,0,0,0,0,0,0,0,0,2
1,8379,1,1,500,750,0,500,500,750,750,750,0,0,0,0,0,0,0,0,2
8,8558,1,1,0,250,0,0,750,500,0,0,0,0,0,0,0,0,0,0,2
4,7534,0,1,750,0,500,250,500,250,250,750,0,0,0,0,0,0,0,0,2
1,8822,0,1,750,500,750,750,250,0,750,500,0,0,0,0,0,0,0,0,2
5,8120,1,1,0,250,500,250,0,250,0,0,0,0,0,0,0,0,0,0,2
10,7852,1,1,250,500,250,0,250,250,500,250,0,0,0,0,0,0,0,0,2
5,8009,1,1,250,0,750,250,500,500,0,750,0,0,0,0,0,0,0,0,2
8,7805,0,1,250,250,0,250,0,500,750,0,0,0,0,0,0,0,0,0,2
6,8054,1,1,0,750,0,250,500,750,500,500,0,0,0,0,0,0,0,0,2
5,8773,0,1,750,750,250,250,250,500,0,250,0,0,0,0,0,0,0,0,2
9,8096,0,1,750,0,750,750,500,750,500,0,0,0,0,0,0,0,0,0,2
8,8028,0,1,0,750,250,250,750,500,250,250,0,0,0,0,0,0,0,0,2
2,8590,1,1,750,250,0,0,0,750,250,0,0,0,0,0,0,0,0,0,2
3,8780,0,1,250,250,250,500,500,750,500,750,0,0,0,0,0,0,0,0,2
2,8144,0,1,500,750,0,500,500,250,500,500,0,0,0,0,0,0,0,0,2
13,1231,1,0,500,0,500,250,750,0,500,500,750,0,750,750,750,0,0,0,2
3,8198,0,1,750,250,500,250,750,500,500,500,0,0,0,0,0,0,0,0,2
5,8454,0,1,250,0,250,500,0,500,750,0,0,0,0,0,0,0,0,0,2
10,8643,1,1,750,500,0,0,500,500,750,500,0,0,0,0,0,0,0,0,2
7,8357,0,1,0,250,750,750,250,0,750,500,0,0,0,0,0,0,0,0,2
7,7619,1,1,750,250,250,0,250,500,0,750,0,0,0,0,0,0,0,0,2
8,7669,1,1,0,500,750,750,0,0,500,250,0,0,0,0,0,0,0,0,2
3,8948,0,1,750,750,750,500,500,250,750,250,0,0,0,0,0,0,0,0,2
1,8389,0,1,500,750,750,750,250,250,750,500,0,0,0,0,0,0,0,0,2
2,8767,1,1,0,250,750,750,750,500,0,0,0,0,0,0,0,0,0,0,2
6,8714,1,1,500,500,750,500,250,500,250,250,0,0,0,0,0,0,0,0,2
3,8945,1,1,0,250,500,250,0,750,0,500,0,0,0,0,0,0,0,0,2
4,8211,1,1,250,500,0,250,250,750,250,250,0,0,0,0,0,0,0,0,2
9,8849,1,1,500,0,750,500,750,0,500,0,0,0,0,0,0,0,0,0,2
8,8623,0,1,750,750,500,500,750,750,0,250,0,0,0,0,0,0,0,0,2
7,8711,0,1,250,250,750,0,0,250,0,750,0,0,0,0,0,0,0,0,2
1,7827,0,1,250,750,750,750,250,250,250,250,0,0,0,0,0,0,0,0,2
7,8897,1,1,250,500,750,750,750,0,750,750,0,0,0,0,0,0,0,0,2
7,8706,1,1,0,250,0,250,750,500,250,500,0,0,0,0,0,0,0,0,2
5,8222,0,1,0,750,0,500,750,0,0,250,0,0,0,0,0,0,0,0,2
6,8666,0,1,750,750,0,0,750,750,500,500,0,0,0,0,0,0,0,0,2
9,8458,1,1,250,500,0,0,750,250,500,250,0,0,0,0,0,0,0,0,2
4,8417,1,1,250,0,0,750,500,750,0,250,0,0,0,0,0,0,0,0,2
10,8635,0,1,250,0,750,250,0,750,250,500,0,0,0,0,0,0,0,0,2
5,8087,0,1,500,0,0,0,500,250,0,500,0,0,0,0,0,0,0,0,2
9,8060,0,1,250,250,250,500,0,250,250,0,0,0,0,0,0,0,0,0,2
9,7961,1,1,250,0,250,750,500,0,500,250,0,0,0,0,0,0,0,0,2
4,7551,0,1,500,0,500,0,250,500,500,500,0,0,0,0,0,0,0,0,2
4,8876,0,1,0,250,0,750,500,250,750,250,0,0,0,0,0,0,0,0,2
3,8954,1,1,0,750,250,500,500,750,750,500,0,0,0,0,0,0,0,0,2
10,8577,0,1,750,500,250,750,750,500,0,250,0,0,0,0,0,0,0,0,2
8,7606,0,1,500,750,250,750,500,250,750,500,0,0,0,0,0,0,0,0,2
2,8515,0,1,0,250,250,750,500,500,0,500,0,0,0,0,0,0,0,0,2
7,7838,0,1,250,750,750,0,250,750,250,750,0,0,0,0,0,0,0,0,2
2,7989,1,1,0,250,500,0,250,750,0,500,0,0,0,0,0,0,0,0,2
3,8175,1,1,0,0,0,500,0,750,0,250,0,0,0,0,0,0,0,0,2
10,7966,1,1,750,250,750,750,500,750,250,750,0,0,0,0,0,0,0,0,2
1,8779,1,1,750,250,750,750,500,500,750,250,0,0,0,0,0,0,0,0,2
10,7531,1,1,500,250,250,750,750,250,250,500,0,0,0,0,0,0,0,0,2
4,8020,1,1,750,250,750,0,250,250,500,0,0,0,0,0,0,0,0,0,2
7,7866,0,1,500,0,0,500,750,750,750,0,0,0,0,0,0,0,0,0,2
3,7937,1,1,750,250,500,500,0,0,250,250,0,0,0,0,0,0,0,0,2
7,8382,1,1,0,0,250,750,250,500,250,500,0,0,0,0,0,0,0,0,2
8,8650,1,1,750,500,0,0,250,750,500,750,0,0,0,0,0,0,0,0,2
2,8026,1,1,500,500,250,250,750,250,250,500,0,0,0,0,0,0,0,0,2
9,8492,0,1,750,500,0,500,500,0,750,0,0,0,0,0,0,0,0,0,2
2,7778,1,1,750,750,0,0,0,0,750,250,0,0,0,0,0,0,0,0,2
2,7936,0,1,0,750,250,0,250,750,250,750,0,0,0,0,0,0,0,0,2
1,8581,0,1,500,750,0,250,500,0,500,0,0,0,0,0,0,0,0,0,2
8,8315,1,1,750,250,0,750,0,500,750,250,0,0,0,0,0,0,0,0,2
1,8454,1,1,750,250,0,500,250,500,0,250,0,0,0,0,0,0,0,0,2
1,7823,1,1,0,500,750,0,750,250,750,0,0,0,0,0,0,0,0,0,2
5,8822,0,1,500,0,750,250,0,250,750,250,0,0,0,0,0,0,0,0,2
1,8401,0,1,0,250,750,250,250,250,750,0,0,0,0,0,0,0,0,0,2
6,8575,1,1,750,250,500,0,500,0,750,0,0,0,0,0,0,0,0,0,2
3,7551,1,1,0,0,500,0,250,250,500,750,0,0,0,0,0,0,0,0,2
10,8260,1,1,0,500,0,500,0,750,500,0,0,0,0,0,0,0,0,0,2
9,7821,0,1,750,500,500,250,250,0,500,0,0,0,0,0,0,0,0,0,2
4,7555,1,1,250,500,0,500,500,0,500,0,0,0,0,0,0,0,0,0,2
7,7508,0,1,0,250,0,500,500,750,500,250,0,0,0,0,0,0,0,0,2
13,4655,1,0,250,250,250,250,250,250,250,250,500,750,500,750,750,500,750,500,2
5,8814,0,1,250,250,750,250,750,0,0,0,0,0,0,0,0,0,0,0,2
10,8199,0,1,0,750,500,0,750,250,250,750,0,0,0,0,0,0,0,0,2
1,7964,1,1,750,250,250,500,0,500,0,250,0,0,0,0,0,0,0,0,2
10,7767,0,1,0,250,250,500,500,250,750,0,0,0,0,0,0,0,0,0,2
3,7945,0,1,500,0,0,0,500,500,500,0,0,0,0,0,0,0,0,0,2
8,8725,0,1,500,0,500,0,750,250,0,250,0,0,0,0,0,0,0,0,2
3,8387,0,1,750,750,750,0,250,500,500,250,0,0,0,0,0,0,0,0,2
1,7622,0,1,0,750,0,500,500,0,500,0,0,0,0,0,0,0,0,0,2
3,8024,1,1,750,500,250,750,500,0,0,750,0,0,0,0,0,0,0,0,2
8,7904,0,1,500,500,750,0,500,750,0,250,0,0,0,0,0,0,0,0,2
10,8759,0,1,500,250,500,750,500,0,750,250,0,0,0,0,0,0,0,0,2
9,8435,0,1,750,500,250,500,250,250,250,0,0,0,0,0,0,0,0,0,2
8,7680,1,1,250,750,500,750,0,250,0,250,0,0,0,0,0,0,0,0,2
5,8524,0,1,250,500,500,0,750,500,0,750,0,0,0,0,0,0,0,0,2
6,7752,0,1,250,500,250,750,500,250,250,500,0,0,0,0,0,0,0,0,2
5,8376,0,1,750,0,250,500,500,250,250,0,0,0,0,0,0,0,0,0,2
10,8679,0,1,0,750,250,750,250,0,750,750,0,0,0,0,0,0,0,0,2
2,8702,1,1,750,500,0,250,250,0,750,500,0,0,0,0,0,0,0,0,2
6,8732,1,1,0,500,500,500,500,500,0,750,0,0,0,0,0,0,0,0,2
24,559,0,0,500,250,750,500,250,250,500,250,750,750,750,0,750,750,750,0,2
5,7777,0,1,750,250,500,750,750,0,0,0,0,0,0,0,0,0,0,0,2
8,8125,0,1,250,0,500,250,0,0,250,500,0,0,0,0,0,0,0,0,2
10,8118,1,1,750,500,250,750,750,500,500,750,0,0,0,0,0,0,0,0,2
2,8928,0,1,250,0,750,750,0,750,250,500,0,0,0,0,0,0,0,0,2
5,8019,0,1,0,0,250,750,750,250,250,250,0,0,0,0,0,0,0,0,2
6,7561,1,1,250,250,0,500,0,250,500,750,0,0,0,0,0,0,0,0,2
3,7544,0,1,0,250,500,250,750,0,750,250,0,0,0,0,0,0,0,0,2
6,8258,0,1,750,0,500,500,750,250,0,0,0,0,0,0,0,0,0,0,2
2,8730,0,1,750,500,250,250,500,0,500,500,0,0,0,0,0,0,0,0,2
1,8344,0,1,500,750,0,500,500,750,500,500,0,0,0,0,0,0,0,0,2
1,7648,0,1,500,0,0,750,500,250,500,750,0,0,0,0,0,0,0,0,2
9,7662,0,1,0,500,0,750,750,500,250,750,0,0,0,0,0,0,0,0,2
3,7732,0,1,0,0,250,500,750,250,500,0,0,0,0,0,0,0,0,0,2
10,8933,1,1,500,750,750,750,500,750,750,250,0,0,0,0,0,0,0,0,2
4,8420,1,1,500,250,250,0,750,250,750,0,0,0,0,0,0,0,0,0,2
7,8034,1,1,0,500,500,0,750,750,750,0,0,0,0,0,0,0,0,0,2
8,7787,0,1,0,500,250,0,250,0,750,0,0,0,0,0,0,0,0,0,2
6,7976,1,1,250,500,750,0,750,0,500,0,0,0,0,0,0,0,0,0,2
7,8424,1,1,500,750,0,500,250,0,0,750,0,0,0,0,0,0,0,0,2
9,7872,0,1,500,750,250,500,0,500,750,250,0,0,0,0,0,0,0,0,2
7,8816,1,1,750,500,0,750,500,750,0,250,0,0,0,0,0,0,0,0,2
8,8309,1,1,0,750,250,0,750,0,500,750,0,0,0,0,0,0,0,0,2
4,8571,1,1,0,500,250,250,500,500,750,0,0,0,0,0,0,0,0,0,2
1,8732,0,1,750,500,500,250,500,0,250,0,0,0,0,0,0,0,0,0,2
10,8920,0,1,500,750,500,250,750,250,250,750,0,0,0,0,0,0,0,0,2
8,8623,0,1,500,250,0,0,0,250,250,750,0,0,0,0,0,0,0,0,2
5,8137,0,1,250,500,500,0,500,250,750,0,0,0,0,0,0,0,0,0,2
6,7873,1,1,250,500,0,0,0,750,500,0,0,0,0,0,0,0,0,0,2
2,8886,1,1,0,750,500,250,0,750,0,0,0,0,0,0,0,0,0,0,2
