time_mean,dimension_mean,IP_destination,IP_source,flags1,flags2,flags3,flags4,flags5,flags6,flags7,flags8,method1,method2,method3,method4,method5,method6,method7,method8,class
1,2165,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,1604,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
12,5352,1,0,500,250,500,500,500,250,250,500,0,250,750,0,500,750,0,500,2
9,2228,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2245,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2894,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2506,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,3190,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,1930,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,1610,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2016,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2773,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2236,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,2642,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2679,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2430,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,1846,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2805,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,3152,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2682,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,3323,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,3454,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2025,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,1764,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,1511,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,1662,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,1793,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2627,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2721,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2542,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,1871,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2879,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,3256,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2889,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2675,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,1598,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,3157,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2352,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,3457,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2646,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2930,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,1691,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
24,5650,0,0,0,750,750,0,500,500,750,750,250,0,250,750,0,500,0,0,2
3,2645,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2165,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2463,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2873,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,3009,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,1859,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2931,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,1559,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,1859,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,1830,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2164,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,1620,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,3075,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,1666,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2668,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,3124,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,3401,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2279,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2195,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2562,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2030,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,2389,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,1956,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2793,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2218,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,3194,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,3123,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,1827,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2369,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
15,7207,1,1,250,500,500,250,500,250,500,250,750,750,750,500,750,500,750,500,2
9,2555,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2788,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2908,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,3317,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,1845,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,3255,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,3130,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2909,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2270,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,1509,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2020,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,1639,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2163,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,1706,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,2788,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,1524,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2561,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,2427,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2320,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,3186,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2523,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,3296,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2088,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,3094,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2865,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,3370,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2416,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,3081,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,1692,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,3364,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2989,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2385,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,1582,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,1832,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2612,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,1994,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2612,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,1532,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2915,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2360,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,3258,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,1619,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,1747,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,3185,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,1929,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2641,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,3423,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,3215,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2588,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
22,6238,0,0,0,250,0,0,250,500,750,0,250,0,250,250,750,250,750,500,2
3,3242,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2638,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,3385,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2288,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2970,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,3118,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2659,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,3085,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2894,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2286,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2800,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2270,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,3290,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2363,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2079,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,1554,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2478,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,1725,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,3148,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2389,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2512,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,3164,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2611,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2215,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2805,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,3091,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,1951,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2599,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,1982,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2092,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2027,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,3271,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2447,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2030,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2644,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,3014,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2363,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,3149,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2447,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
13,5655,0,0,0,750,750,500,250,250,0,250,250,750,0,0,250,250,500,250,2
6,1517,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,3148,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2968,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,1956,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2841,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2924,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,1883,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,3174,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,1965,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2227,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2425,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2246,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2139,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2309,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2126,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,3288,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,1692,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2833,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,3318,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,3090,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,3017,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2348,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,3425,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2853,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,3259,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2152,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2127,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,3093,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,1542,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,1519,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,1584,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2667,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2028,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,1706,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,1754,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2340,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2748,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,2963,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,1904,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2158,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,1676,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2734,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,3466,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,3111,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2110,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,3043,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,3426,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2258,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2932,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,2720,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2294,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,1902,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,1783,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2304,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2391,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,3446,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,1660,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2871,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2706,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
14,7294,1,1,500,250,250,500,500,500,500,500,500,750,500,500,750,750,500,500,2
2,2932,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,1585,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2984,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2241,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,1806,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,3445,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,3115,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,1652,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2453,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2608,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2710,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,1797,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2238,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2845,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2926,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,3318,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,3194,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,1926,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,3283,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
24,4648,0,1,750,250,0,250,500,0,0,250,500,250,750,750,0,0,0,500,2
1,2922,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,1770,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2002,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,3105,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,1506,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2082,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,3061,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2047,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,1662,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2486,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2464,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2384,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,1544,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2060,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,2363,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,1554,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,3146,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2806,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,1947,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,1905,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2922,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2475,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2987,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,3197,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,3422,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,3147,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2549,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2295,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2237,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,7431,1,0,250,500,250,500,500,500,250,250,750,500,500,500,500,500,750,750,2
4,2914,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2918,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2399,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,2315,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,1663,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2873,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,1677,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2157,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,1699,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
18,4618,0,0,0,250,250,250,750,500,250,250,750,500,750,500,250,750,250,500,2
5,1682,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,3156,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,3470,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2186,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,1828,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,2573,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2071,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2544,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2203,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
7,2502,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,1598,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,1561,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,1886,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,3213,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2301,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2344,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,3155,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,1827,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2410,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,3116,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,1896,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,2081,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2848,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2075,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2159,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2736,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
3,2084,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2959,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
9,1749,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,2025,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
6,2230,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
10,2252,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,2071,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
5,2917,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,3412,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
4,2489,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,3275,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
1,2127,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
8,3494,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
2,1754,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,2
